word,counts
develops,2
recipes,9
touted,2
destination,19
pour,14
tequila,23
doors,65
overflow,4
rocks,30
trip',7
donut,98
bakery,80
hermitage's,1
centers,5
baking,8
donuts,189
businessit's,1
jobs,17
starts,28
yeu,1
common,33
fritters,10
pigs,7
kolachesin,1
treatshe,1
doughssantsthey,1
scandalous,1
marriage,3
croissant,32
yeahyou,1
doughssant,2
considerably,6
doughssants,3
kid's,9
school,93
teachersand,1
blast,22
basketball,9
games,96
rowrevtextexcellent,25
entries,3
forgotten,21
about',3
rowrevtexthands,9
spilling,3
container,25
tablespoons,1
slogan,1
joke,33
purchasing,22
washer,5
dryer,13
appliances,3
iam,1
salespeople,6
timely,34
delivery,156
budget,50
sales,80
discounts,10
feedback,13
questions,111
answered,58
sears,6
wowthey,1
remodle,1
mushroom,81
steak',3
espresso,35
americano,4
vibes,13
mellow,13
access,40
power,23
outlets,12
unlimited,24
bathrooms,56
clean',8
ratings,17
raves,12
underwhelming,22
fairly,126
useless,7
figure,48
drill,4
bottom,72
descriptions,8
explanations,3
roast,84
broccoli,53
rabe,13
explanation,21
placecard,1
detailed,19
description,21
werent,2
combos,15
lack,87
differential,2
awhile,41
reheat,5
supposedly,11
reheated,15
warmer,17
coldish,1
compared,85
inquired,11
hurry,36
skimpy,15
gravy,104
messy,21
bread,510
disintegrating,2
card,139
mentions,3
wet,24
option,140
overpower,1
structural,2
integrity,6
sandwich',6
rowrevtextpicked,3
village,40
pricy,22
greasier,2
fat,88
rowrevtextblew,1
awhilenow,1
asian,69
laundry,19
boyfriend's,10
sheets,14
comforters,4
questionable,6
facility,60
welllit,4
amazed,25
speed,27
completed,15
oversize,1
loads,12
equal,13
security,47
cameras,4
screen,55
tv's,24
magazines,5
washers,8
dryers,7
laundromat,5
couples,22
annoyed,37
ahmazing,1
weight,30
competition,16
munch,6
today's,11
seahawkssaints,1
unsurprisingly,2
busier,9
world's,4
shortest,2
maze,3
tuesday,70
vermicelli,23
pho,111
conveniently,22
alberta,2
neighbourhood,4
marsala,12
tough,67
stuck,52
lasagne,1
layer,22
cleared,12
restroom,29
doggie,2
positives,12
dancing,24
food',48
gemattractive,1
broad,28
highlights,17
chaats,2
vindaloo,10
beet,25
breadspickles,1
ceviche,24
thoughtful',1
types,58
ethnic,8
njoy,1
rowrevtext'called,1
mediterranean,35
shawarma,4
pita,67
revisit,10
area',20
vegetarians,20
nonvegetarians,2
alike',1
rowrevtext'took,5
waffles,54
watching',1
rowrevtextas,18
grabandgo,1
hawaiian,10
yum,105
sliced,43
cheddar,47
horseradish,17
nope,24
tomatoes,85
gates,2
delta,3
skyclub,1
gate,14
board,55
rowrevtext'wow,25
brat,6
welcomed,31
football,28
goodbye,3
rootbeer,1
rarely,36
staffbartenders,2
rowrevtexttoo,1
conference,30
idea,124
traveling,33
slice,81
generic,13
intensive,2
nashville,194
holes,8
nonexistent,10
existeda,1
shortcut,1
convention,32
bonus,54
ginormous,8
garden,63
conservatory,1
rate,80
quoted,19
hospitality,32
socializing,2
setup,23
drawer,7
bedroom,20
separated,10
locked,18
adjoining,7
reserving,3
whatevs,2
earlier,51
woke,13
charged,91
guessing,17
arranged,10
bellman,1
includedkind,1
dontcha,1
she's,69
supposed,92
gaylord's,1
legal,4
department,34
investigating,2
checkout,25
freaking,28
resolved,13
cart,22
thousands,6
plentiful,29
schlep,4
delivered,95
trips,26
booked,80
driving,67
ricotta,26
toasted,46
ratio,16
ramekin,1
flavored,56
butters,1
pizzas,67
rosemary,14
entree,124
grouper,29
wisraeli,1
couscous,12
zeppoles,1
sugared,3
cherry,27
tart,25
cup,152
cherries,11
sort,110
candied,13
cherryinteresting,1
dense,21
greatlike,1
pastas,17
inhouse,12
dailythat's,1
rowrevtext'st,3
cobs,1
dank,2
rowrevtext'really,33
average,218
processed,9
syrup,63
waterysugary,1
fake,23
flavoring,8
trees,14
hash,55
browns,31
uninspired,7
outdated,15
reputation,15
nashville',6
prix,8
fixe,12
tempting,11
prime,57
po'boy,10
fennel,11
upscale,52
interpretation,4
jamabalaya,1
pure,30
flower,15
arrangement,7
estimate,27
expertise,9
created,33
arrangements,14
raved,19
homegive,1
florists,1
flowers,49
lasted,13
event',2
spring,75
chickens,3
partee,1
preferences,7
liquor,43
bellies,7
itand,1
convert,4
belly,71
sliders,63
tapas,30
often',5
rowrevtext'average,3
hype,52
iced,92
fry,32
ruin,14
tainted,1
unnecessary,12
slaw,60
carolina,12
next',1
rowrevtextbefore,3
latoya,1
thoughtful,11
bean,75
colleagues,10
disturbing,5
happened,115
sweater,3
lingering,2
cop,1
cars,71
lights,45
flashing,5
officers,2
rushed,59
officer's,1
handcuffs,1
delivering,18
escorted,6
moment,72
jacket,8
cops,6
handled,28
unsettling,2
customers,246
acknowledge,16
unsettled,1
arrest,2
rowrevtext'fantastic,19
slider,21
blt,36
monte,10
cristo,8
rowrevtext'they,18
reopened,3
derived,1
icetea,1
todays,2
fridayspecial,1
everyday,43
attentive',4
divas,1
spices,51
wafting,5
range,69
overwhelming,39
fear,13
assist,19
purchased,64
attest,8
celery,10
sugars,4
powders,1
lavender,33
sugar,104
powder,17
products,91
fresher,14
cinnamon,75
nutmeg,4
pictured,4
cost,144
rowrevtextsteve,3
demo,1
racquets,1
player,12
smoothly,15
messed,23
correctly,28
reno,132
upheld,1
standards,36
chaos,7
tasting,139
beck's,7
gator,24
jambalaya,35
chopped,30
alfredo,21
alright,30
verdict,5
worried,29
staff',21
rowrevtexthipsters,1
unite,2
taint,1
people's,10
attempts,14
apathy,4
dirtyheaded,1
district,29
crapfest,1
clientele,19
boo,6
rowrevtextyea,2
chickfila,11
bloomingdale,6
drivethru,9
lanes,11
flowing,7
employee,75
talked,55
sandwhcih,1
poojnt,1
cfa,1
rowrevtext'cute,8
lil,13
germantown,8
array,21
memory,15
display,31
goodies,23
plastic,50
cups,53
yumminess,4
labeled,11
scrapple,6
intrigued,10
icings,2
bake,19
velvet,36
frosting,26
bench,12
goodness,52
candies,12
texture,81
moist',1
rowrevtextlots,4
improvements,7
rowrevtext'three,4
placing,16
kiosk,8
order',8
rowrevtextwent,61
dollars,65
cajun,36
mixture,20
solid,121
aunt,11
ybor,18
raymond,3
hrs,14
passed,77
sidetracked,1
chit,4
chatted,20
learned,37
culture,13
stone,34
visiting,164
adventure,14
step,51
counters,11
chalked,1
steps,18
offset,5
calories,18
haha',3
pies,20
franzones,1
franzone's,2
bridgeport,2
grew,24
severe,6
soar,1
throat,9
clinic,17
cvs,8
recieved,3
diagnosis,4
fungus,4
infection,7
prescribed,5
oral,2
medication,6
condition,17
worse,61
patients,19
robotic,2
behavior,18
question,56
aloud,1
hurried,3
confuses,2
gruf,1
behaviour,1
unfriendly,19
primary,8
cost',2
industrial,13
painless,10
fourseater,1
matt,7
throughly,2
superb,41
views',3
drafts,11
togo,36
dinners,33
lunches,13
gets',2
joking,9
ruined,30
appetite,28
laurel,3
bulgy,1
pricepoint,1
itv,1
dream,33
dimly,10
opposed,16
biscuit,58
verbally,3
communicated,6
message,25
nick,20
elmi,1
graced,2
presence,10
foie,14
apricot,2
miso,40
cheeks,3
trout,21
pumpernickel,2
soldiers,1
ouroboros,1
smoking,40
terrific,40
sooner,20
hungry,135
passyunk,4
offer',2
impeccably,2
relaxing',2
rowrevtextbuckingham,1
specialities,3
ranch,54
fancyorder,1
entrees,170
piccata,9
beignet,29
creates,7
monde,20
lines',1
rowrevtextfun,8
nofrills,2
passersby,3
dolphins,3
alike,8
ranged,6
picky,55
somethings,4
grandmother,10
captain,5
bill's,3
ingredient,12
substitutions,5
specifications,1
john's,8
rowrevtextvery,32
volcano,14
valrico,2
regret,65
pepperloin,1
kabob,18
busy',5
locals,63
usual's,1
rookie,2
patient,78
wandered,13
knowing,40
threshold,1
punk,9
pastrami,13
lean,12
caps,3
glued,3
surface,4
visual,4
entertained,16
walls,61
nostalgic,2
fodder,1
exclaimed,2
delight,33
wanted',1
rowrevtextcan't,12
heather,4
shopi've,1
client,30
color,90
wizard,5
genius,14
crafting,5
flair,8
tasteful,7
creative,81
suggestion,36
stumped,1
vision,8
unstuffy,2
hires,2
tips,48
caring,14
cactus,7
houseplants,1
chat,30
vintage,26
sally's,2
experimenting,4
carry,67
brighter,4
cleaner,33
cramped,40
aisles,12
dust,22
bunnies,2
flickering,2
yellow,39
fluorescent,1
beautytrendy,1
advice,51
appearance,21
sally's',1
rowrevtext'let,8
preface,3
austin,5
cities,20
strayed,1
outcome,7
planning,53
badly,16
bullet,2
walks,12
srsly,4
cutest,11
rodney,6
mitchell,1
corrected,12
afternoons,4
vouch,7
allison,2
openings,1
stuffi'll,1
sweetheart,16
chatty,7
stylists,21
convo,3
pressure,32
approximated,1
haircut,64
discussed,8
length,11
bangs,1
shaggy,3
bob,16
rms,1
students,31
teachers,10
refer,6
referred,10
frugal,3
grad,3
student',1
placethe,1
mercer,2
spaciousness,1
baristas,24
constant,17
ruining,5
reflect,6
can'tit,1
speakers,7
sucks,39
luck,43
pots,5
sloppy,21
individual,22
filtersit,1
beverage,36
ungainly,1
gluten,90
sodas,18
drives,4
rowrevtextspice,1
nihari,4
palak,10
paneer,18
spiced,18
adequately,4
craveworthy,1
owners,115
'indian,1
cali,11
boba,32
branched,2
fruits,19
notice,73
taro,10
sweetness,21
catch,49
homework,7
updated,33
silver,18
mine's,1
progressively,2
additions,9
jimmy,7
johns,4
secret,34
kindergarteners,1
eller,1
embarrassment,6
industry,32
waste,78
blvd,5
rowrevtextbought,2
bike,47
crashed,2
curse,2
trolley,7
tracks,7
mangled,1
onceover,2
gear,5
shifter,1
whack,3
mechanics,12
greets,8
disneyland,2
rowrevtextunderrated,1
alert,5
randomly,12
pag's,1
stroll,12
doylestown,8
appealing,19
cheeseburger,53
legitimately,5
cheeseburgers,9
overshadow,1
ambiance,177
rowrevtextabsolutely,11
lunchdinner,4
hainanese,3
tired,38
rowrevtextpretty,17
priority,11
trash,47
deck,28
straw,17
wrappers,2
napkins,34
waterfrontbeach,1
responsible,11
fixjust,1
fence,9
greasyoverall,1
outdelivery,1
package,47
containers,14
worn,20
recycle,2
boxes,45
ecounfriendly,1
standby,2
steep,22
contemporary,14
splendid,5
dependable,5
chinese,137
rowrevtextfinally,15
foodie,21
kerry,2
meatballs,51
polenta,7
brussel,23
sprouts,50
peas,21
crowded,158
rowrevtextlast,5
philly,251
thankfully,35
angelina's,1
immediatly,1
angelina,1
resaurant,2
servicing,4
roasted,75
hooked,25
osso,4
bocca,1
carbonara,5
lasagna,29
absolutly,2
cheese',2
rowrevtext'super,11
enormous,14
emulate',1
parties,45
announced,2
callat,1
needless,55
removed,34
drinks',9
muchies,1
rowrevtext'you,10
rothman,1
ashley,17
furniture,51
broyhill,1
negatives,15
entertainment,31
clearance,10
laughable,3
sale,54
nicked,1
originally,41
sectionals,1
brands,9
hangs,3
clique,1
chatting,24
sets,25
military,14
ooooh,1
modern,90
qualitymediocre,1
holiday,42
sale',1
boosts,1
rowrevtext'finally,10
cafewhat,1
fanatics,3
expanding,8
culinary,26
guidance,5
liking,27
jeyuk,1
topbab,1
opportunity,25
enjoyable,59
ubereats',1
stew,20
oyster,56
claws,7
redfish,5
yeah,56
wolfed,2
consistency,45
tenderness,4
precisely,4
rowrevtexttotally,3
sisters,16
caution,13
bloody,69
mary's,11
mins,93
moved,140
perfected,3
rowrevtextichicoro,1
ane,1
encountered,24
katsu,8
bao,3
buns,43
lighter,15
regretted,4
vary,11
japanese,40
fashioned,13
reminds,41
izakayas,1
pubs,2
japan,9
korea,4
mornings',4
rowrevtextthere,16
whiskeybourbon,1
anyone's,5
tad,44
awkward,27
cozy,120
pub,52
'em,11
glasses,69
reminiscent,9
grandmothers,1
china,15
cabinets,4
downside,41
ginger,55
lime,54
honey,95
choking,3
double,87
dipped,10
skyrocketed,1
fabric,11
delivers,11
hayrides,1
picking,36
activities',1
rowrevtextcalled,2
amg,1
loaner,3
rowrevtextlike,2
wholefoods,1
sorts,20
juice,111
blocks,51
clothing,37
crafty,2
artistic,4
palate,12
smog,4
chipper,1
rowrevtext'outstanding,9
root,16
perfect',6
must',6
rowrevtext'out,2
lighting,48
neat,44
press,19
dock,8
overlooking,13
maggie,3
mae's,7
tastewise,2
grand,41
opener,1
drafty,2
evening,163
neighborhood,180
d',3
skyline,7
cincinnati,4
clearwater,15
slowly,14
equipment,44
coney,1
together',5
eyebrow,12
waxing,29
contacted,22
response,48
booking,19
advance,30
taco's,9
nacho's,1
margarita's,2
wednesday,44
triple,19
staffs,7
gonna,49
wiper,1
fluid,5
refill,41
june,13
underage,2
tax,23
waive,3
rental,44
hertz,9
codes,3
fuel,7
gallon,6
empty,146
trick,13
companies,21
final,40
address,32
jefferson,8
route,27
wasted,12
car',3
rowrevtext'thanks,2
reviewersyou,1
todd,7
roberta,1
awe,4
carpet,21
couch,18
greatspots,1
accidents,2
smells,43
freshno,2
chemicals,4
inhale,2
nicest,20
knowledge,34
recommending,13
future',14
sips,6
mocha,20
unload,3
kiddos,4
chateau,1
evolve,2
crackers,7
hollander,8
wedding,156
raving,21
honored,7
block,54
tap,81
afterparty,2
hosted,7
charming,45
décor,10
gather,3
photographs,4
complimented,18
shuttle,38
allyoucanenjoy,1
omelets,20
pride,27
baker,7
muffins,13
coffeedessert,1
café,15
brunches,2
ensure,38
zach,1
adore,10
gyro,63
platter,100
deconstructed,4
poop,8
fairmount,7
either',3
kind',1
pudding,112
kick,54
insane,22
mcmurray,1
rowrevtext'lying,1
scammers,1
bait,9
switch,19
coupon,56
chippewa,1
lady,153
acted,18
student,24
switched,15
expired,9
honor,16
bullshit,3
creve,5
coeur,2
chipotle,53
highquality,5
newbie,6
rowrevtext'although,5
countless,10
washington,16
avenue,21
sick,47
sabor,2
poblano,14
federal,12
battered,22
chip,49
covered,94
filet,70
flakey,6
american,68
sole,8
crispy,182
chorizo,35
detectable,1
gristle,11
unassuming,12
stopping,40
by',4
buddy,24
police,17
burglary,1
overnight,10
dirt,25
bags,41
pint,14
dark,95
ale,19
remembered,29
fest,12
farmers,24
market,122
patronize,4
franchised,2
attitude,106
spot',15
rowrevtext'found,9
meal',13
theater,40
recliners,3
aisle,13
lounge,52
theaters,9
drawback,11
concessions,3
utter,5
disorganization,1
hustle,10
popcorn,33
burnt,46
desired,22
handful,20
telling,52
worries,4
sampled,23
varieties,20
snit,1
relief,9
discussion,7
damper,3
rowrevtexthate,1
harsh,6
dang,14
terminal,15
tony,20
luke's,10
unraveled,1
overhead,6
couer,1
helpful',12
lacking,56
museums,7
collection,35
discovered,41
african,4
sections,11
camera,7
sculpture,8
gift,71
rowrevtextyou,16
tiring,1
reservations,113
hangry,6
foodthey,1
reuben,12
sauerkraut,6
biggie,10
kraut,2
sandwhich,12
sunrise,5
chile,16
rellenos,7
unbelievable,22
private,62
meetings,16
post,56
anniversary,34
rowrevtextterrace,1
appears,17
fall,60
watery,28
liquors,4
spotty,4
confounded,1
floated,2
circle,15
stations,11
build,23
rapport,3
floating,8
hated,15
runofthemill,3
gamblers,3
smooze,1
lite,4
cancer,3
turf,6
fart,4
vomit,6
frickin,2
tray,20
wafts,1
moron,2
revovles,1
throwing,16
pension,1
mindless,2
electronic,9
cards,50
killing,8
carcinogens,1
toxins,1
kill,19
slitting,1
wrists,2
burning,14
gross,54
cin,2
create,41
ditch,3
independent,9
rowrevtext'awesome,34
amanda,7
resident,9
comedian,4
cold',2
nail,107
yearsi,1
serene,5
atmospherethe,1
efficientthe,1
pedicure,64
southyou,1
rowrevtextthank,5
taylor,8
stack,11
nervous,16
kaiser,1
layered,7
sauteed,17
peppers,85
pile,11
precooked,2
gripe,19
smuckers,2
prepackaged,6
subpar,32
diners,40
agreeing,3
judge,25
breakfasts,14
jersey,27
tentative,2
saving,12
piano,23
song,16
songs,25
stage,29
rendition,1
aladins,1
disgusting,56
remake,8
sang,8
thighstying,1
splurging,3
cumming,1
crowd,111
sound,68
continued,41
dirtier,1
offensive,6
prudes,1
of',4
dynasty,15
midatlantic,1
unchanging,1
biased,6
allergy,17
peanuts,9
han's,2
branches,4
specialties,8
mian,1
branch,8
layout,39
carisma,3
restaurante,1
tonight,94
jose,6
paellas,1
mignon,24
introduced,15
runs,23
coffees,25
wont,19
disappointed',12
woodland,1
representing,1
senegal,2
africa,2
thiboudienne,1
jollof,1
hightop,2
friendly',25
falafel,36
extreme,13
saltiness,11
falafels,6
glue,2
diced,8
cucumber,33
underneath,12
deserve,22
rowrevtext'exactly,2
bougie,1
gucci,1
yoga,44
slam,5
three',1
rowrevtextour,28
shot,87
massive,20
ricebeans,1
yuca,6
plantains,22
smokehouse,3
washed,17
executive,15
belong,6
visitingvisiting,1
colorado,4
secondhome,1
speaks,11
amenities,20
joe,33
lifetimes,1
shavers,1
shaving,5
lotions,2
toiletries,2
rowrevtexttried,11
cornbread,48
overdonedry,1
original,93
sweetsyrupy,1
rowrevtexthusband,2
lenten,3
suck,23
blackened,25
char,15
halfdozen,1
smh,3
sensitive,13
stomach,50
hoped,19
poboy,21
ironically,5
bland,166
cubed,2
bell,64
boil,8
rowrevtext'im,3
tulane,1
perturbed,2
inconvenience,14
error,14
blatantly,5
nagging,1
eventually,47
john,36
jay,5
inconvenienced,1
'domino,1
effect',1
domino,1
incorrect,17
'dominoes',1
patronizingly,1
explained,100
businesses,22
fault,48
yadda,3
upset,42
handed,33
lame,14
excuse,38
cares,29
principled,1
handing,6
profits,2
cut',1
ultra,5
crowdpleaser,1
concert,30
atlanta,12
tickets,52
airfare,1
bricks,8
butter,180
meatless,6
ponzu,4
hanging,36
drinking,43
brian,8
developing,3
eyes,54
draw,17
hipsters,5
geriatrics,1
straitlaced,1
families,35
diversity,6
strongest,2
tampa',3
hubby's,8
pancakesawesome,1
sisterinlaw,2
requested,59
hostess,120
louder,5
booth,46
larry,3
vitamin,4
commercial,8
trainee,1
sharing,28
sticks,60
requests,21
box,97
assumed,19
rowrevtextin,11
decently,14
mojito,12
highlight,33
peach,16
medallions,8
lacked,54
barbacoa,7
hip,44
spaces,17
tight,48
dangerous,7
rusty,5
pelican,1
reservation,156
questioned,14
huffed,5
liz,3
disappointing',4
merits,3
winery,11
label,13
premium,18
pier,24
nicer,37
stingy,9
benefits,8
wineries,7
leau,1
carr,1
passes,6
settings,5
urban,13
trail,15
chimp,1
chewed,3
spat,2
scalp,2
interviews,1
domenick's,1
robert,7
human,25
unhappy,15
valued,4
monro,1
muffler,1
underfilled,1
engine,13
quarts,1
caused,16
damage,20
monro's,1
insurance,36
damages,3
dealer,14
bergeys,1
timing,13
lasts,6
tensioner,1
lock,18
stretch,10
unprofessional,29
bringing,40
tears,8
spoke,47
repairs,22
unhelpful,5
prove,8
losing,14
rowrevtextbeautiful,10
tarts,3
costs,43
rowrevtextdefinitely,7
raspberry,25
antonio,6
skipping,2
heading,28
fido,1
rowrevtextthey,31
advisors,2
kelly,7
honda,13
soondubu,1
tucked,30
stepped,21
korean,65
tofu,66
stewed,5
dol,1
sot,1
adjust,11
dolsot,1
burns,6
shell,36
drool,4
salivate,1
soupstew,1
rowrevtext'as,26
motels,4
wellmanaged,3
swim,18
laps,3
spacious,59
comportable,1
moderately,12
sleep,31
comforable,1
fine',2
attorney,5
frustration,7
owner's,6
contact,33
cleaning,56
painting,17
columbarium,1
complained,37
admitted,8
vase,6
vases,4
niches,1
falling,25
empathy,6
rowrevtextfrom,2
adorable,29
sporadic,1
discovery,4
veg,32
havarti,1
bagel,37
hoagie,23
wawa,25
addictive,8
hichew,1
bagelsalmon,1
international,15
tsa,1
tvs,45
wanna,17
majority,21
jai,1
alai,1
alcoholic,12
beverages,42
columbia,3
manhattan,11
flight',2
depot,10
shishito,2
rowrevtextquality,4
downhill,26
debated,2
wegmans,3
giant,46
roped,1
impossible,35
rope,3
berated,2
standing,76
closest,24
blocked,4
romantic,34
shocked,43
grasamazing,1
courses,45
desserts,105
caramel,50
rowrevtextdinner,1
objectively,1
comparing,13
receives,2
celebration,11
atcapacity,1
hostesses,14
acknowledged,17
applebee's,8
maitre,1
staff's,3
base,29
waters,24
profit,5
shelf,17
asap,12
samea,1
drank,21
candle,8
summary,11
whipped,34
braised,24
sirloin,12
caesar,32
soggy,72
lukewarm,18
wilted,8
untouched,7
hardearned,1
negative,80
undeserved,2
tako,5
bucket,17
appetizing,9
trader,16
joes,11
slow',5
catfish,39
piping,19
rowrevtextsee's,1
florida,44
plaza,14
temporary,3
thanksgiving,14
hm,1
lollipop,4
assorted,8
clerk,13
nut,13
mint,42
toffee,3
guilty,12
mail,13
web,9
shipping,18
rowrevtextsecond,4
liberty,9
fancycool,1
restaurantlounge,1
bird's,3
eye,87
facing,16
windows,50
views,41
sunset,15
peashamgarlic,1
risotto,29
balls,52
butcher's,1
steuben,1
potatofarm,1
basil,48
heavy,70
dazzling,1
hazelnut,8
salted,32
almonds,18
warn,7
instance,13
rowrevtext'becca,1
land,8
shark,4
attract,6
locals',2
rowrevtextbummer,1
receive,45
receipt,49
argue,12
spoon,24
packaged,7
rowrevtext'ordered,21
frappe,2
me',19
eager,20
smartest,2
america,19
chicago,49
tahini,2
hum,2
crack,16
lap,10
uncouth,1
shishkabob,1
